date,asset,weight
2022-01-17,159865,0.11705082288151131
2022-01-17,159867,0.06874665643305357
2022-01-17,516550,0.08509207800497212
2022-01-17,516670,0.11037844187839514
2022-01-17,516760,0.10367658508914546
2022-01-17,516810,0.1646683989765718
2022-01-17,561600,0.06808199410615891
2022-01-17,562900,0.09610961018429873
2022-01-18,159825,0.09437581125447274
2022-01-18,159827,0.09402402061112686
2022-01-18,159865,0.11552766440298194
2022-01-18,159867,0.06964249021801279
2022-01-18,516550,0.08537418381531292
2022-01-18,516670,0.11164264463013443
2022-01-18,516760,0.10328974096287147
2022-01-18,516810,0.16351461787635857
2022-01-18,561600,0.0666012224152904
2022-01-18,562900,0.09600760381343795
2022-01-19,159825,0.0960219742822754
2022-01-19,159827,0.09377786138943116
2022-01-19,159865,0.1174422758889801
2022-01-19,159867,0.07031371115911
2022-01-19,516550,0.08590713191382245
2022-01-19,516670,0.11277846906989696
2022-01-19,516760,0.10132805131491043
2022-01-19,516810,0.15967660741235884
2022-01-19,561600,0.06791506782561446
2022-01-19,562900,0.09483884974360025
2022-01-20,159825,0.09542737450191542
2022-01-20,159827,0.09394967635154976
2022-01-20,159865,0.11710482364223489
2022-01-20,159867,0.06870264256942023
2022-01-20,516550,0.08487204167268694
2022-01-20,516670,0.1135859916848919
2022-01-20,516760,0.09996384127859181
2022-01-20,516810,0.16343061989039032
2022-01-20,561600,0.06822895529467905
2022-01-20,562900,0.09473403311363957
2022-01-21,159825,0.13952545368912259
2022-01-21,159827,0.09268935286126488
2022-01-21,159865,0.11861068721699312
2022-01-21,159867,0.06791886609680362
2022-01-21,516550,0.08423149712756985
2022-01-21,516670,0.10465536757164232
2022-01-21,516760,0.08053498779725421
2022-01-21,516810,0.13158318036259709
2022-01-21,517280,0.08708192196000535
2022-01-21,562900,0.09316868531674709
2022-01-24,159825,0.137756358301089
2022-01-24,159827,0.09316184677448426
2022-01-24,159865,0.11926964950387439
2022-01-24,159867,0.06680836452695717
2022-01-24,516550,0.084285849090536
2022-01-24,516670,0.10590758085940855
2022-01-24,516760,0.07972689395542051
2022-01-24,516810,0.13137127777206514
2022-01-24,517280,0.08811596035269588
2022-01-24,562900,0.09359621886346915
2022-01-25,159825,0.13549963576105378
2022-01-25,159827,0.09267331286109061
2022-01-25,159865,0.12231249627179054
2022-01-25,159867,0.06616472923851502
2022-01-25,516550,0.08244316979363459
2022-01-25,516670,0.10546122865113301
2022-01-25,516760,0.08016259542039444
2022-01-25,516810,0.13335144990509054
2022-01-25,517280,0.08838964332905097
2022-01-25,562900,0.09354173876824656
2022-01-26,159825,0.13403924028015715
2022-01-26,159827,0.09263378740693291
2022-01-26,159865,0.12259065750400938
2022-01-26,159867,0.06635195205993336
2022-01-26,516550,0.08144704469706752
2022-01-26,516670,0.10486174489797744
2022-01-26,516760,0.08470920566754828
2022-01-26,516810,0.13023410769673383
2022-01-26,517280,0.08920759989368018
2022-01-26,562900,0.09392465989595995
2022-01-27,159825,0.13450989007164924
2022-01-27,159827,0.09213636669446852
2022-01-27,159865,0.1244425183059664
2022-01-27,159867,0.0659061533178348
2022-01-27,516550,0.08102932495075711
2022-01-27,516670,0.10481722997091021
2022-01-27,516760,0.0846026849293231
2022-01-27,516810,0.1277352534145634
2022-01-27,517280,0.08952922262689104
2022-01-27,562900,0.09529135571763625
2022-01-28,159825,0.11529756173996153
2022-01-28,159827,0.09171709650656396
2022-01-28,159865,0.14263504276431482
2022-01-28,512600,0.07428007335863797
2022-01-28,516550,0.09204885415222862
2022-01-28,516670,0.10448475150776718
2022-01-28,516760,0.0838665707471504
2022-01-28,516810,0.10781961855920272
2022-01-28,517280,0.09196669850294993
2022-01-28,562900,0.09588373216122298
2022-01-31,159825,0.11503330724796318
2022-01-31,159827,0.09268376483535949
2022-01-31,159865,0.14533407209377852
2022-01-31,512600,0.07382407383229463
2022-01-31,516550,0.09086252946689259
2022-01-31,516670,0.1057802306280899
2022-01-31,516760,0.08384125963576801
2022-01-31,516810,0.10543113339861732
2022-01-31,517280,0.0925110359537926
2022-01-31,562900,0.09469859290744373
2022-02-01,159825,0.11491260791280226
2022-02-01,159827,0.09435068375729994
2022-02-01,159865,0.14448401061708538
2022-02-01,512600,0.07318368140109943
2022-02-01,516550,0.0887557116667871
2022-02-01,516670,0.10574739027967119
2022-02-01,516760,0.08293393136586641
2022-02-01,516810,0.10791374759633521
2022-02-01,517280,0.09146926776609575
2022-02-01,562900,0.09624896763695734
2022-02-02,159825,0.11284182346638184
2022-02-02,159827,0.09402460088817939
2022-02-02,159865,0.14549006181260993
2022-02-02,512600,0.07221843016498333
2022-02-02,516550,0.09187727263488082
2022-02-02,516670,0.10442553681523074
2022-02-02,516760,0.08163254380705821
2022-02-02,516810,0.10848333119274799
2022-02-02,517280,0.09314240955278417
2022-02-02,562900,0.09586398966514348
2022-02-03,159825,0.11304583866291623
2022-02-03,159827,0.09396229852769404
2022-02-03,159865,0.1444457738836049
2022-02-03,512600,0.07208261864401322
2022-02-03,516550,0.09374938975784596
2022-02-03,516670,0.10349361640997536
2022-02-03,516760,0.08262839366167597
2022-02-03,516810,0.10953545324578297
2022-02-03,517280,0.0917484702763064
2022-02-03,562900,0.09530814693018481
2022-02-04,159825,0.11329729772645682
2022-02-04,159827,0.09393791043641987
2022-02-04,159865,0.1432376036973948
2022-02-04,516550,0.09246273117749317
2022-02-04,516670,0.10423571312353676
2022-02-04,516760,0.08227197533104283
2022-02-04,516810,0.10753502920737197
2022-02-04,517280,0.09270255525152728
2022-02-04,517760,0.07421134883664723
2022-02-04,562900,0.0961078352121093
2022-02-07,159825,0.11399601612803419
2022-02-07,159827,0.092867064947256
2022-02-07,159865,0.14122711716933609
2022-02-07,516550,0.09327384098391156
2022-02-07,516670,0.10470673576856272
2022-02-07,516760,0.0841322620260003
2022-02-07,516810,0.10413634240432854
2022-02-07,517280,0.09390747889222853
2022-02-07,517760,0.07420959501038041
2022-02-07,562900,0.09754354666996173
2022-02-08,159825,0.11378319710775572
2022-02-08,159827,0.09155602540289286
2022-02-08,159865,0.1395734393300816
2022-02-08,516550,0.0933517822320459
2022-02-08,516670,0.1063841432195942
2022-02-08,516760,0.08411882914768996
2022-02-08,516810,0.10600795232077208
2022-02-08,517280,0.09463874364327816
2022-02-08,517760,0.07293460614369573
2022-02-08,562900,0.09765128145219373
2022-02-09,159825,0.1131382517181192
2022-02-09,159827,0.0924929679361322
2022-02-09,159865,0.14006445185298408
2022-02-09,516550,0.0943793297119484
2022-02-09,516670,0.10644984712787683
2022-02-09,516760,0.08489879728965931
2022-02-09,516810,0.10528700180421799
2022-02-09,517280,0.09440406026342416
2022-02-09,517760,0.07231349086067836
2022-02-09,562900,0.09657180143495932
2022-02-10,159825,0.11475110590840835
2022-02-10,159827,0.09236162567752733
2022-02-10,159865,0.13951685422564575
2022-02-10,516550,0.09390699616134447
2022-02-10,516670,0.10693880105483182
2022-02-10,516760,0.08268364242449575
2022-02-10,516810,0.10852185988031786
2022-02-10,517280,0.09449062878167176
2022-02-10,517760,0.07205308127188435
2022-02-10,562900,0.09477540461387247
2022-02-11,159710,0.06007657493746708
2022-02-11,159728,0.06102928750217235
2022-02-11,159779,0.06527050777593654
2022-02-11,159865,0.16943702150516296
2022-02-11,159867,0.12349649930391185
2022-02-11,515920,0.05540628973476132
2022-02-11,516670,0.17334627299362618
2022-02-11,516760,0.13466013222007148
2022-02-11,517280,0.08510755851590901
2022-02-11,517760,0.07216985551098125
2022-02-14,159710,0.05973306609351629
2022-02-14,159728,0.05915763520167254
2022-02-14,159779,0.06531657337478848
2022-02-14,159865,0.1719557785470219
2022-02-14,159867,0.12525575855083096
2022-02-14,515920,0.05538642875958339
2022-02-14,516670,0.17530954022317846
2022-02-14,516760,0.13095961284845178
2022-02-14,517280,0.08674937903632704
2022-02-14,517760,0.0701762273646292
2022-02-15,159710,0.059340788108199434
2022-02-15,159728,0.060258026110190356
2022-02-15,159779,0.06499579859697549
2022-02-15,159865,0.1729854303070925
2022-02-15,159867,0.12538917579512915
2022-02-15,515920,0.056372217374122055
2022-02-15,516670,0.17580783128630195
2022-02-15,516760,0.12697521313133822
2022-02-15,517280,0.08735202856428806
2022-02-15,517760,0.07052349072636281
2022-02-16,159710,0.05812907639766656
2022-02-16,159728,0.060423484979473495
2022-02-16,159779,0.0647892584809013
2022-02-16,159865,0.17408310488319395
2022-02-16,159867,0.12286719893248876
2022-02-16,515920,0.056965821685651286
2022-02-16,516670,0.1760900388852997
2022-02-16,516760,0.1288764830935085
2022-02-16,517280,0.08767670720963844
2022-02-16,517760,0.07009882545217806
2022-02-17,159710,0.05699564273781413
2022-02-17,159728,0.060584384766429564
2022-02-17,159779,0.06682940195153929
2022-02-17,159865,0.1726822440296222
2022-02-17,159867,0.1233988909423738
2022-02-17,515920,0.05686787918992002
2022-02-17,516670,0.17697032724803155
2022-02-17,516760,0.12696268067184147
2022-02-17,517280,0.08667671282329942
2022-02-17,517760,0.0720318356391286
2022-02-18,159672,0.06460755345058358
2022-02-18,159779,0.06724971862037989
2022-02-18,159865,0.1630141860900076
2022-02-18,159867,0.12488634727597621
2022-02-18,513230,0.06449070702180963
2022-02-18,515250,0.06539867172064417
2022-02-18,516550,0.06427762786816134
2022-02-18,516670,0.16890321015659054
2022-02-18,516760,0.1304432475390875
2022-02-18,517280,0.08672873025675944
2022-02-21,159672,0.0657900344907186
2022-02-21,159779,0.06913107718891989
2022-02-21,159865,0.16011325664685147
2022-02-21,159867,0.12366814898265294
2022-02-21,513230,0.06402068088708524
2022-02-21,515250,0.06630458565622056
2022-02-21,516550,0.06426521088857087
2022-02-21,516670,0.17045098342917567
2022-02-21,516760,0.13101873317518756
2022-02-21,517280,0.08523728865461712
2022-02-22,159672,0.06463119926335338
2022-02-22,159779,0.0681930441222605
2022-02-22,159865,0.15853739404783396
2022-02-22,159867,0.12182195567216947
2022-02-22,513230,0.06484681635830322
2022-02-22,515250,0.06717685656158695
2022-02-22,516550,0.06435978444088493
2022-02-22,516670,0.17004629932509913
2022-02-22,516760,0.13132822952999687
2022-02-22,517280,0.08905842067851144
2022-02-23,159672,0.06381570295249257
2022-02-23,159779,0.06645195515812859
2022-02-23,159865,0.1587653863144606
2022-02-23,159867,0.12265414540195067
2022-02-23,513230,0.06455609957248601
2022-02-23,515250,0.06757814072637287
2022-02-23,516550,0.06438335656858206
2022-02-23,516670,0.171262664534095
2022-02-23,516760,0.13119715667797746
2022-02-23,517280,0.08933539209345392
2022-02-24,159672,0.06503316369941542
2022-02-24,159779,0.06661785667050375
2022-02-24,159865,0.15777639800589252
2022-02-24,159867,0.12297904641379115
2022-02-24,513230,0.06664645353833128
2022-02-24,515250,0.06859567791012877
2022-02-24,516550,0.06354311389173875
2022-02-24,516670,0.1703190117722982
2022-02-24,516760,0.12754981913668031
2022-02-24,517280,0.09093945896121962
2022-02-25,159520,0.06623515641212444
2022-02-25,159798,0.06601284551728037
2022-02-25,159865,0.1256099675125264
2022-02-25,159867,0.15143877427799984
2022-02-25,516550,0.06328938902186573
2022-02-25,516670,0.2091741647302566
2022-02-25,516760,0.10280238106720298
2022-02-25,517280,0.08575314401188
2022-02-25,561310,0.06374308737843178
2022-02-25,562580,0.06594109007043177
2022-02-28,159520,0.06398513089134343
2022-02-28,159798,0.06608407940911905
2022-02-28,159865,0.12860084962742177
2022-02-28,159867,0.15058197904021048
2022-02-28,516550,0.06470434779341058
2022-02-28,516670,0.210091830703031
2022-02-28,516760,0.10187712950207868
2022-02-28,517280,0.08430502341141381
2022-02-28,561310,0.06412607447204326
2022-02-28,562580,0.06564355514992794
2022-03-01,159520,0.06330670138795869
2022-03-01,159798,0.06412151331888023
2022-03-01,159865,0.12664241520990574
2022-03-01,159867,0.15127940907039028
2022-03-01,516550,0.06626685335043483
2022-03-01,516670,0.21057047452345093
2022-03-01,516760,0.10382342805862184
2022-03-01,517280,0.0846375396071972
2022-03-01,561310,0.06399935365541463
2022-03-01,562580,0.06535231181774562
2022-03-02,159520,0.06265033544266302
2022-03-02,159798,0.06396351876672747
2022-03-02,159865,0.12676821890498732
2022-03-02,159867,0.14944837456561552
2022-03-02,516550,0.06576615996956145
2022-03-02,516670,0.2093857618017959
2022-03-02,516760,0.10464601904752481
2022-03-02,517280,0.08769812222915421
2022-03-02,561310,0.06455484051333067
2022-03-02,562580,0.06511864875863964
2022-03-03,159520,0.06151025037930558
2022-03-03,159798,0.06527049337761132
2022-03-03,159865,0.1275212809319739
2022-03-03,159867,0.14824555650795931
2022-03-03,516550,0.0661736589410885
2022-03-03,516670,0.20876973047689334
2022-03-03,516760,0.1045708282466791
2022-03-03,517280,0.08792295900664071
2022-03-03,561310,0.06423353755187665
2022-03-03,562580,0.06578170457997161
2022-03-04,159865,0.13495968903779126
2022-03-04,159867,0.19664264986233573
2022-03-04,513230,0.11308918651989854
2022-03-04,515920,0.11693250825382628
2022-03-04,516550,0.10354087368129618
2022-03-04,516670,0.222475512131586
2022-03-04,516760,0.112359580513266
2022-03-07,159865,0.13578929505625176
2022-03-07,159867,0.19606893056419356
2022-03-07,513230,0.11377703167943103
2022-03-07,515920,0.11838865101498112
2022-03-07,516550,0.10337700907180644
2022-03-07,516670,0.2224990431891704
2022-03-07,516760,0.11010003942416571
2022-03-08,159865,0.13397284577568375
2022-03-08,159867,0.19577498657412545
2022-03-08,513230,0.1140791671938538
2022-03-08,515920,0.12173400775779147
2022-03-08,516550,0.1020720784644183
2022-03-08,516670,0.22230572295935375
2022-03-08,516760,0.11006119127477358
2022-03-09,159865,0.13529926313346552
2022-03-09,159867,0.19462111502910334
2022-03-09,513230,0.11380163295705238
2022-03-09,515920,0.12369123018335042
2022-03-09,516550,0.0988868746956606
2022-03-09,516670,0.22397693420094128
2022-03-09,516760,0.10972294980042667
2022-03-10,159865,0.1353303931799294
2022-03-10,159867,0.19384858377695272
2022-03-10,513230,0.11502874441079129
2022-03-10,515920,0.12388074423279419
2022-03-10,516550,0.09934358433152798
2022-03-10,516670,0.22558385165718756
2022-03-10,516760,0.1069840984108171
2022-03-11,159565,0.07162002552075206
2022-03-11,159793,0.07323454556013222
2022-03-11,159865,0.13509258799586782
2022-03-11,159867,0.124922455932674
2022-03-11,159946,0.07152136863520747
2022-03-11,513230,0.07028733124932077
2022-03-11,515920,0.11546596411001156
2022-03-11,516670,0.18063231234110533
2022-03-11,516760,0.08239486714241091
2022-03-11,516810,0.0748285415125178
2022-03-14,159565,0.0710001282806818
2022-03-14,159793,0.07235026289179546
2022-03-14,159865,0.1332135616607805
2022-03-14,159867,0.12512252948410132
2022-03-14,159946,0.07219672668433479
2022-03-14,513230,0.07154859244787727
2022-03-14,515920,0.11756614294536165
2022-03-14,516670,0.17975468258249308
2022-03-14,516760,0.08234459462283424
2022-03-14,516810,0.07490277839973987
2022-03-15,159565,0.06971263496591655
2022-03-15,159793,0.07191789254930113
2022-03-15,159865,0.13381920885759835
2022-03-15,159867,0.12599964945806963
2022-03-15,159946,0.0737445917496832
2022-03-15,513230,0.07012286965874517
2022-03-15,515920,0.11844114130804641
2022-03-15,516670,0.1795187712479936
2022-03-15,516760,0.08139345982970222
2022-03-15,516810,0.07532978037494374
2022-03-16,159565,0.06987957446473274
2022-03-16,159793,0.07104006549572667
2022-03-16,159865,0.1328278811441221
2022-03-16,159867,0.12667542406724067
2022-03-16,159946,0.07267346115061066
2022-03-16,513230,0.06966034209808451
2022-03-16,515920,0.11929184664291968
2022-03-16,516670,0.17892632236328526
2022-03-16,516760,0.08331958254560032
2022-03-16,516810,0.07570550002767733
2022-03-17,159565,0.069754059960648
2022-03-17,159793,0.07111274988767201
2022-03-17,159865,0.13234773428319127
2022-03-17,159867,0.1242753309281382
2022-03-17,159946,0.07401279512866804
2022-03-17,513230,0.0700649510262787
2022-03-17,515920,0.11954793349960526
2022-03-17,516670,0.17845687690691203
2022-03-17,516760,0.08483935805717324
2022-03-17,516810,0.07558821032171327
2022-03-18,159725,0.06550872143087176
2022-03-18,159865,0.13298824838116377
2022-03-18,159867,0.1244859560263714
2022-03-18,159946,0.07626842071545961
2022-03-18,510150,0.06615883434942925
2022-03-18,515920,0.1165237428135843
2022-03-18,516670,0.1542881985979988
2022-03-18,516760,0.11471010660968133
2022-03-18,516810,0.0752824762104038
2022-03-18,517880,0.07378529486503599
2022-03-21,159725,0.06512554260575065
2022-03-21,159865,0.13376655232601384
2022-03-21,159867,0.12375397900198755
2022-03-21,159946,0.07627009764087772
2022-03-21,510150,0.06740153725825605
2022-03-21,515920,0.11413387826032545
2022-03-21,516670,0.15673035415570805
2022-03-21,516760,0.1138874953388381
2022-03-21,516810,0.07384908086365742
2022-03-21,517880,0.07508148254858515
2022-03-22,159725,0.06601227669501598
2022-03-22,159865,0.13477393096993853
2022-03-22,159867,0.1230808822365405
2022-03-22,159946,0.07633516690789711
2022-03-22,510150,0.06678676010343657
2022-03-22,515920,0.11364700547808369
2022-03-22,516670,0.1548483525046745
2022-03-22,516760,0.11425122817541548
2022-03-22,516810,0.07552659944216038
2022-03-22,517880,0.0747377974868372
2022-03-23,159725,0.06475150843037257
2022-03-23,159865,0.13792197693323816
2022-03-23,159867,0.12278207614651293
2022-03-23,159946,0.07636876306895683
2022-03-23,510150,0.06604755173899947
2022-03-23,515920,0.11266236521317452
2022-03-23,516670,0.1557617069553557
2022-03-23,516760,0.113383454296751
2022-03-23,516810,0.07482481471552141
2022-03-23,517880,0.07549578250111735
2022-03-24,159725,0.06382820454990687
2022-03-24,159865,0.138702735436922
2022-03-24,159867,0.12293203904323273
2022-03-24,159946,0.07897015064024443
2022-03-24,510150,0.06603988011716776
2022-03-24,515920,0.11118338821776934
2022-03-24,516670,0.15620231155077904
2022-03-24,516760,0.11209450265765412
2022-03-24,516810,0.07675118718364918
2022-03-24,517880,0.07329560060267445
2022-03-25,159565,0.057687741502253795
2022-03-25,159725,0.06360176433476351
2022-03-25,159865,0.17159691343083489
2022-03-25,159867,0.1223135509875651
2022-03-25,159946,0.08883921784526513
2022-03-25,510150,0.06684409221688313
2022-03-25,515920,0.08353916753044316
2022-03-25,516670,0.15615849794832085
2022-03-25,516760,0.1109746238742025
2022-03-25,516810,0.07844443032946799
2022-03-28,159565,0.05698060675807585
2022-03-28,159725,0.0635093533244601
2022-03-28,159865,0.1735665364679057
2022-03-28,159867,0.12281040214993925
2022-03-28,159946,0.08872030354776338
2022-03-28,510150,0.0659017485908534
2022-03-28,515920,0.0837968905038968
2022-03-28,516670,0.1550908132631701
2022-03-28,516760,0.11124467652927798
2022-03-28,516810,0.07837866886465758
2022-03-29,159565,0.05696252856297567
2022-03-29,159725,0.06176663280983116
2022-03-29,159865,0.17197229813692255
2022-03-29,159867,0.12420305385524937
2022-03-29,159946,0.08850439395550147
2022-03-29,510150,0.0676984629138691
2022-03-29,515920,0.08465910369655731
2022-03-29,516670,0.1556412161291878
2022-03-29,516760,0.10853153180560075
2022-03-29,516810,0.08006077813430504
2022-03-30,159565,0.05822249601383467
2022-03-30,159725,0.06187517321099172
2022-03-30,159865,0.1679340923012626
2022-03-30,159867,0.1235024481106405
2022-03-30,159946,0.0882686911898775
2022-03-30,510150,0.06833910897565408
2022-03-30,515920,0.08491127387498959
2022-03-30,516670,0.15730728576069708
2022-03-30,516760,0.10941496169963683
2022-03-30,516810,0.0802244688624157
2022-03-31,159565,0.0591388240744187
2022-03-31,159725,0.06054847753924773
2022-03-31,159865,0.1718097994401868
2022-03-31,159867,0.12206194872495338
2022-03-31,159946,0.0876749096192674
2022-03-31,510150,0.06895632924500701
2022-03-31,515920,0.08293460187089048
2022-03-31,516670,0.15764808583106127
2022-03-31,516760,0.10868463077300815
2022-03-31,516810,0.0805423928819594
2022-04-01,159565,0.08146657870197883
2022-04-01,159865,0.17618447765782155
2022-04-01,159867,0.1213592904021914
2022-04-01,159946,0.07172490210157041
2022-04-01,159986,0.06993365098368672
2022-04-01,516670,0.16055806444795392
2022-04-01,516760,0.10738121414860408
2022-04-01,516810,0.07384058221415707
2022-04-01,517760,0.07117859395012399
2022-04-01,561310,0.06637264539191208
2022-04-04,159565,0.0803017290826348
2022-04-04,159865,0.1767477365128089
2022-04-04,159867,0.12292188519700374
2022-04-04,159946,0.07227599005173106
2022-04-04,159986,0.06956254241770295
2022-04-04,516670,0.15837644503080778
2022-04-04,516760,0.10734113533415314
2022-04-04,516810,0.07277037721048907
2022-04-04,517760,0.07259892060724533
2022-04-04,561310,0.06710323855542324
2022-04-05,159565,0.08029296036647486
2022-04-05,159865,0.17516520868162797
2022-04-05,159867,0.1215998307950319
2022-04-05,159946,0.07265111317237687
2022-04-05,159986,0.07000933089077042
2022-04-05,516670,0.15837056390780965
2022-04-05,516760,0.10776967228267281
2022-04-05,516810,0.07348277708058853
2022-04-05,517760,0.07403942357488548
2022-04-05,561310,0.06661911924776144
2022-04-06,159565,0.08169125847809139
2022-04-06,159865,0.17463397840944442
2022-04-06,159867,0.12120012591481327
2022-04-06,159946,0.07325710930111279
2022-04-06,159986,0.07003265745029198
2022-04-06,516670,0.15652161156201716
2022-04-06,516760,0.10672572048839428
2022-04-06,516810,0.07216290474662894
2022-04-06,517760,0.07647327397373016
2022-04-06,561310,0.06730135967547546
2022-04-07,159565,0.08225562085383777
2022-04-07,159865,0.1756178934830136
2022-04-07,159867,0.12013110356377878
2022-04-07,159946,0.07299358718953591
2022-04-07,159986,0.07032622556357372
2022-04-07,516670,0.15478860232042385
2022-04-07,516760,0.10718455605553646
2022-04-07,516810,0.07100731028920301
2022-04-07,517760,0.07796632320540683
2022-04-07,561310,0.06772877747568982
2022-04-08,159565,0.05385806010922698
2022-04-08,159865,0.1769279748300716
2022-04-08,159867,0.12504281800435207
2022-04-08,159986,0.06954214106924349
2022-04-08,510150,0.05510731159287234
2022-04-08,516670,0.15329700517962058
2022-04-08,516760,0.1546912981900218
2022-04-08,517550,0.05468457671673133
2022-04-08,517760,0.08934921009005962
2022-04-08,561310,0.0674996042178001
2022-04-11,159565,0.05402850304222526
2022-04-11,159865,0.1792729121839654
2022-04-11,159867,0.1234992423325169
2022-04-11,159986,0.07058420644946599
2022-04-11,510150,0.05466702161390586
2022-04-11,516670,0.15188453654067074
2022-04-11,516760,0.15426400559387637
2022-04-11,517550,0.05328572443547303
2022-04-11,517760,0.09100829407686231
2022-04-11,561310,0.06750555373103799
2022-04-12,159565,0.05500895118798012
2022-04-12,159865,0.18015105198577297
2022-04-12,159867,0.1252082924285579
2022-04-12,159986,0.07066598132077823
2022-04-12,510150,0.05291671812074881
2022-04-12,516670,0.14980788227226036
2022-04-12,516760,0.15487281693429286
2022-04-12,517550,0.053248740157935716
2022-04-12,517760,0.09017537133395997
2022-04-12,561310,0.06794419425771293
2022-04-13,159565,0.05454761166263002
2022-04-13,159865,0.18079694268508617
2022-04-13,159867,0.12450693633044936
2022-04-13,159986,0.0690804256951465
2022-04-13,510150,0.05360159779255584
2022-04-13,516670,0.1507303707399541
2022-04-13,516760,0.154011389854614
2022-04-13,517550,0.05279589476117567
2022-04-13,517760,0.09165108562302147
2022-04-13,561310,0.06827774485536678
2022-04-14,159565,0.054759073354386005
2022-04-14,159865,0.18151136496836037
2022-04-14,159867,0.12630840460763765
2022-04-14,159986,0.06807483358182258
2022-04-14,510150,0.05135144728648409
2022-04-14,516670,0.15001293166037144
2022-04-14,516760,0.15397906246711102
2022-04-14,517550,0.05295038960024573
2022-04-14,517760,0.09276388288130369
2022-04-14,561310,0.0682886095922774
2022-04-15,159512,0.050294298159475684
2022-04-15,159520,0.049076779789907585
2022-04-15,159565,0.05506897188128354
2022-04-15,159735,0.052042624169183434
2022-04-15,159865,0.20327455954215962
2022-04-15,159867,0.13015104878594197
2022-04-15,516670,0.15185264961696263
2022-04-15,516760,0.1478964551364026
2022-04-15,517760,0.09224210482760038
2022-04-15,561310,0.06810050809108253
2022-04-18,159512,0.05118031501429821
2022-04-18,159520,0.047437706326217584
2022-04-18,159565,0.05400266436187176
2022-04-18,159735,0.052524432216635816
2022-04-18,159865,0.2036788158504577
2022-04-18,159867,0.1306645777883857
2022-04-18,516670,0.15112447065057436
2022-04-18,516760,0.14607051922713102
2022-04-18,517760,0.09473552057994983
2022-04-18,561310,0.068580977984478
2022-04-19,159512,0.04996170032510821
2022-04-19,159520,0.0485324997358815
2022-04-19,159565,0.053868258052215054
2022-04-19,159735,0.05241902436946893
2022-04-19,159865,0.20327125081972758
2022-04-19,159867,0.1292977034561237
