date,commission,return_sold,return_bought,return_kept
2022-01-03,0.001,0.0,0.002481025398228729,0.0
2022-01-07,0.00046934388645731044,-0.002597186489103436,-0.004641666858846364,-0.009176952415588992
2022-01-14,0.0004983455842117506,0.00024774813152340263,0.0010263697689104775,-0.0026921034466771783
2022-01-21,0.00025763986828137485,0.0012689131220266386,0.001466115047992963,0.0009382368457379858
2022-01-28,0.00020697450474308344,0.0005784421883090182,0.0005810694412250059,0.005599466925626644
2022-02-04,0.00014416523728802655,-0.0012618669332848892,0.0017575794824897686,-0.006905734030136084
2022-02-11,0.0010230941148431992,-0.002462663173607417,-0.002784462655917565,3.59592071837331e-05
2022-02-18,0.0005231914138406952,0.0007836051642736118,0.00040699494739604187,-0.005846393028091374
2022-02-25,0.0006521686679140128,0.00122548832778657,0.0015757783094873137,0.0004420380521687685
2022-03-04,0.0006894378897908116,-0.0003699906850030526,-0.0021189742966858526,-0.008355660957712403
2022-03-11,0.0005794617774064471,-0.001586774351638692,0.0010579175241364031,-0.0024853509190346165
2022-03-18,0.00047517080795368314,0.0020333200200090603,-0.0024796934204770766,0.005760938368850116
2022-03-25,0.00020111262965298915,-0.00031031869832763,0.0012936717049394646,-0.0002192433415404147
2022-04-01,0.00046691093767554817,0.00015389807966112502,0.0007318795706445598,-0.0013097696230486991
2022-04-08,0.0003446440241004841,0.003866071282905612,0.002295840125703723,0.0034508165139608684
2022-04-15,0.0003447533409371049,-0.0005181877211259393,0.001219582123678658,0.00017307696204682126
2022-04-22,0.000484354584238183,-0.0021179515496047565,-0.00033186434046956017,0.005852398675998303
2022-04-29,0.000311332865676727,0.0004267118531313546,-0.002071295408149659,-0.0007803244419396084
2022-05-06,0.00027499984772955013,-0.001982669645764714,-0.000877677976208511,-0.0028707242092615454
2022-05-13,0.00037041899609372277,0.00047371432174719353,-0.0005619252062368557,0.001131492135348398
2022-05-20,0.0005125873286638229,-0.00023975664240219997,0.003208310834525658,0.007646462445912057
2022-05-27,0.00047456983274039914,-0.0008079953242229898,-0.004080917383794908,-0.004641357158982657
2022-06-03,0.001208127234684247,0.004752010523099464,0.0014100172718133348,0.003218610168353535
2022-06-10,0.0011211790034307452,0.007468962235868774,0.004802877017000202,-0.0020431361947823826
2022-06-17,0.0005937150556854277,0.002627899329017808,0.0022630958455479486,0.006109441579985313
2022-06-24,0.0005257934065527588,0.005465705454020665,0.0022121559660063512,0.0029709241414618928
2022-07-01,0.0006308636925761849,-0.000727471235821188,-0.0009267473219607063,-0.00023816404113595046
2022-07-08,0.0007693189058695165,0.0006088446943284426,0.0037509910926433023,-0.0001800337174505855
2022-07-15,0.0005917068233629139,-0.0017181283983524038,0.0004293044518074332,0.005681934847784265
2022-07-22,0.0005151517130063105,0.0007790459415182986,0.00039249521434812337,-0.004874802048602079
2022-07-29,0.0003645664433876626,0.001161745461813554,0.0015423595011939575,-0.0030902502904659322
2022-08-05,0.0005588184560446412,-0.0015652522223093032,-0.000615872899399864,-0.004965124609705121
